order,#,test,bird,block,area,perimeter,height,width,areaMM,perimeterMM,heightMM,widthMM
261,1,Size2,Emma,B1,31693.5,865.5117539,319,155,227.6177822,73.34845372,27.03389831,13.13559322
262,2,Size2,Emma,B1,47536.5,1029.452878,206,341,341.3997415,87.24176936,17.45762712,28.89830508
263,3,Size2,Emma,B1,83070.5,1314.624452,302,367,596.5993967,111.4088518,25.59322034,31.10169492
264,4,Size2,Emma,B1,49679.5,1051.536139,374,199,356.7904338,89.11323208,31.69491525,16.86440678
265,1,Size2,Emma,B2,78876.5,1480.790973,281,478,566.4787417,125.4907604,23.81355932,40.50847458
266,1,Size2,Emma,B3,27120,908.357426,150,322,194.7716174,76.97944289,12.71186441,27.28813559
267,2,Size2,Emma,B3,55358,1113.89653,410,196,397.5725366,94.39801099,34.74576271,16.61016949
268,3,Size2,Emma,B3,54657.5,1176.565576,463,178,392.5416547,99.70894708,39.23728814,15.08474576
269,4,Size2,Emma,B3,46833,1057.577769,207,383,336.347314,89.62523463,17.54237288,32.45762712
270,5,Size2,Emma,B3,67202,1154.690466,198,260,482.6343005,97.85512425,16.77966102,22.03389831
271,6,Size2,Emma,B3,22295.5,721.4284936,112,225,160.1228095,61.13800793,9.491525424,19.06779661
272,1,Size2,Emma,B4,41608.5,946.9432116,173,352,298.8257685,80.24942471,14.66101695,29.83050847
273,2,Size2,Emma,B4,5602.5,336.3502864,108,74,40.23628268,28.50426156,9.152542373,6.271186441
274,3,Size2,Emma,B4,68295,1467.955405,269,504,490.4840563,124.4030004,22.79661017,42.71186441
275,4,Size2,Emma,B4,85644.5,1391.359513,123,207,615.0854639,117.9118231,10.42372881,17.54237288
276,1,Size2,Emma,B5,97534.5,1539.536139,555,267,700.4775926,130.4691643,47.03389831,22.62711864
277,2,Size2,Emma,B5,53843.5,1159.854899,435,186,386.6956334,98.29278807,36.86440678,15.76271186
278,3,Size2,Emma,B5,42524,936.3574255,342,171,305.4007469,79.35232419,28.98305085,14.49152542
279,4,Size2,Emma,B5,40269.5,863.8305137,184,288,289.2092789,73.20597574,15.59322034,24.40677966
280,5,Size2,Emma,B5,61005.5,1096.859952,296,284,438.1320023,92.95423323,25.08474576,24.06779661
281,1,Size2,Joe,B1,20555.5,946.9087224,95,345,147.6264005,80.2465019,8.050847458,29.23728814
282,2,Size2,Joe,B1,27103.5,802.4579313,206,162,194.6531169,68.00490943,17.45762712,13.72881356
283,3,Size2,Joe,B1,75277.5,1389.134118,242,424,540.6312841,117.7232303,20.50847458,35.93220339
284,1,Size2,Joe,B2,30173,808.759447,245,165,216.697788,68.53893618,20.76271186,13.98305085
285,1,Size2,Joe,B3,49118,1024.950352,226,271,352.7578282,86.8601993,19.15254237,22.96610169
286,2,Size2,Joe,B3,11558.5,520.5756817,95,232,83.01134731,44.11658319,8.050847458,19.66101695
287,3,Size2,Joe,B3,6425,415.3624786,78,123,46.14334961,35.20021005,6.610169492,10.42372881
288,4,Size2,Joe,B3,52521,1214.891477,505,168,377.1976444,102.9569049,42.79661017,14.23728814
289,1,Size2,Joe,B4,54595,1070.641697,240,324,392.0927894,90.73234721,20.33898305,27.45762712
290,2,Size2,Joe,B4,78246,1252.01428,325,343,561.9505889,106.1029051,27.54237288,29.06779661
291,3,Size2,Joe,B4,132511.5,1789.099627,298,518,951.6769606,151.6186125,25.25423729,43.89830508
292,4,Size2,Joe,B4,136195.5,1763.702659,276,555,978.134875,149.466327,23.38983051,47.03389831
293,5,Size2,Joe,B4,172383.5,2127.217376,511,646,1238.031456,180.272659,43.30508475,54.74576271
294,6,Size2,Joe,B4,153902.5,2094.187941,304,844,1105.303792,177.4735543,25.76271186,71.52542373
295,1,Size2,Joe,B5,19304,819.553383,262,80,138.6383223,69.45367652,22.20338983,6.779661017
296,2,Size2,Joe,B5,15420,735.7300084,272,89,110.7440391,62.35000071,23.05084746,7.542372881
297,3,Size2,Joe,B5,12138,682.5584368,302,67,87.17322608,57.84393532,25.59322034,5.677966102
298,4,Size2,Joe,B5,114516.5,1622.933107,539,342,822.4396725,137.536704,45.6779661,28.98305085
299,5,Size2,Joe,B5,44016,1157.955405,446,199,316.1160586,98.13181401,37.79661017,16.86440678
300,6,Size2,Joe,B5,33516.5,1089.854899,431,125,240.7102844,92.3605847,36.52542373,10.59322034
301,1,Size2,Stella,B1,168184.5,1981.643784,278,666,1207.874892,167.9359139,23.55932203,56.44067797
302,2,Size2,Stella,B1,68893,1518.087435,517,162,494.7787992,128.6514776,43.81355932,13.72881356
303,3,Size2,Stella,B1,48662,1017.470123,327,187,349.4829072,86.22628164,27.71186441,15.84745763
304,4,Size2,Stella,B1,84301.5,1748.673222,167,703,605.4402471,148.192646,14.15254237,59.57627119
305,5,Size2,Stella,B1,103888.5,1661.359512,585,220,746.1110313,140.793179,49.57627119,18.6440678
306,1,Size2,Stella,B2,333000,2597.391038,583,715,2391.554151,220.1178846,49.40677966,60.59322034
307,2,Size2,Stella,B2,242345.5,2695.893565,966,400,1740.487647,228.4655563,81.86440678,33.89830508
308,3,Size2,Stella,B2,23792.5,792.7178169,141,258,170.8740305,67.17947601,11.94915254,21.86440678
309,4,Size2,Stella,B2,330143.5,3627.59919,326,1417,2371.039213,307.4236602,27.62711864,120.0847458
310,5,Size2,Stella,B2,660665.5,4811.156749,588,1973,4744.796754,407.7251482,49.83050847,167.2033898
311,1,Size2,Stella,B3,93956.5,1756.094575,245,735,674.7809537,148.8215742,20.76271186,62.28813559
312,2,Size2,Stella,B3,165633.5,2173.349409,719,381,1189.554007,184.1821533,60.93220339,32.28813559
313,3,Size2,Stella,B3,181277.5,2396.319972,287,915,1301.90678,203.0779637,24.3220339,77.54237288
314,4,Size2,Stella,B3,172345.5,2797.408284,1159,240,1237.758546,237.0684987,98.22033898,20.33898305
315,1,Size2,Stella,B4,35995,887.2934978,213,253,258.5104855,75.19436422,18.05084746,21.44067797
316,2,Size2,Stella,B4,106459.5,1671.71694,269,518,764.575553,141.6709271,22.79661017,43.89830508
317,3,Size2,Stella,B4,254835.5,2490.261096,919,395,1830.188883,211.0390759,77.88135593,33.47457627
318,4,Size2,Stella,B4,164769,2065.200134,423,669,1183.345303,175.0169605,35.84745763,56.69491525
319,5,Size2,Stella,B4,294262,2688.434756,882,664,2113.343867,227.8334539,74.74576271,56.27118644
320,6,Size2,Stella,B4,605838,4129.139503,220,1556,4351.034186,349.9270765,18.6440678,131.8644068
321,1,BaselineBlock,Anton,B1,100048,1965.342269,188,845,718.5291583,166.5544296,15.93220339,71.61016949
322,2,BaselineBlock,Anton,B1,65358.5,1630.732096,665,193,469.3945705,138.1976353,56.3559322,16.3559322
323,3,BaselineBlock,Anton,B1,391125.5,3682.358636,449,1196,2809.002442,312.0642911,38.05084746,101.3559322
324,4,BaselineBlock,Anton,B1,191218.5,2442.354461,237,957,1373.301494,206.9791916,20.08474576,81.10169492
325,5,BaselineBlock,Anton,B1,293222,3091.062172,347,1069,2105.874749,261.9544213,29.40677966,90.59322034
326,6,BaselineBlock,Anton,B1,227905.5,2735.055032,342,867,1636.781816,231.7843248,28.98305085,73.47457627
327,1,BaselineBlock,Anton,B2,48560,1485.376759,109,616,348.7503591,125.8793863,9.237288136,52.20338983
328,2,BaselineBlock,Anton,B2,54748.5,1059.335128,304,238,393.1952025,89.7741634,25.76271186,20.16949153
329,3,BaselineBlock,Anton,B2,250971,2723.596223,818,464,1802.434645,230.8132392,69.3220339,39.3220339
330,4,BaselineBlock,Anton,B2,90489.5,1443.207273,450,108,649.8814996,122.3057011,38.13559322,9.152542373
331,1,BaselineBlock,Azzuro,B1,246398,2434.812392,333,800,1769.592071,206.3400332,28.22033898,67.79661017
332,2,BaselineBlock,Azzuro,B1,189214,2629.640819,282,1092,1358.905487,222.8509168,23.89830508,92.54237288
333,3,BaselineBlock,Azzuro,B1,300293,2578.518016,614,709,2156.65757,218.518476,52.03389831,60.08474576
334,4,BaselineBlock,Azzuro,B1,312687.5,3224.088644,421,1383,2245.672939,273.2278512,35.6779661,117.2033898
335,5,BaselineBlock,Azzuro,B1,61771.5,1190.58996,237,447,443.633295,100.8974542,20.08474576,37.88135593
336,6,BaselineBlock,Azzuro,B1,393103,3446.635767,1398,389,2823.204539,292.0877768,118.4745763,32.96610169
337,1,BaselineBlock,Azzuro,B2,37993.5,1122.884338,98,466,272.8634013,95.15968963,8.305084746,39.49152542
338,2,BaselineBlock,Azzuro,B2,133409.5,2379.765708,382,1024,958.1262568,201.67506,32.37288136,86.77966102
339,3,BaselineBlock,Azzuro,B2,227238.5,2751.010436,329,1384,1631.991525,233.1364777,27.88135593,117.2881356
340,1,BaselineBlock,Azzuro,B3,53089,1390.465071,130,586,381.2769319,117.836023,11.01694915,49.66101695
341,1,BaselineBlock,Blue,B1,183071.5,2701.162677,1026,293,1314.791008,228.9120913,86.94915254,24.83050847
342,2,BaselineBlock,Blue,B1,106233.5,1540.63873,777,129,762.9524562,130.5626043,65.84745763,10.93220339
343,3,BaselineBlock,Blue,B1,56217.5,1298.707711,164,537,403.7453318,110.0599755,13.89830508,45.50847458
344,4,BaselineBlock,Blue,B1,88703.5,1418.908723,197,546,637.0547257,120.246502,16.69491525,46.27118644
345,5,BaselineBlock,Blue,B1,29849,764.666081,202,208,214.3708704,64.80221025,17.11864407,17.62711864
346,6,BaselineBlock,Blue,B1,157604,2061.959579,518,376,1131.887389,174.7423372,43.89830508,31.86440678
347,1,BaselineBlock,Blue,B2,42694.5,1264.707713,494,131,306.6252514,107.1786197,41.86440678,11.10169492
348,2,BaselineBlock,Blue,B2,114583.5,1527.668169,105,494,822.9208561,129.4634042,8.898305085,41.86440678
349,3,BaselineBlock,Blue,B2,57007.5,1037.394004,202,382,409.4189888,87.91474609,17.11864407,32.37288136
350,4,BaselineBlock,Blue,B2,279432.5,2471.647959,461,951,2006.840707,209.4616915,39.06779661,80.59322034
351,1,BaselineBlock,D4R,B1,124262.5,1828.839741,229,656,892.433927,154.9864188,19.40677966,55.59322034
352,2,BaselineBlock,D4R,B1,1104597,5420.623907,935,1555,7933.043666,459.3749074,79.23728814,131.779661
353,3,BaselineBlock,D4R,B1,95717,1890.07733,579,336,687.4245906,160.1760449,49.06779661,28.47457627
354,1,BaselineBlock,D4R,B2,71287,1241.862039,200,451,511.9721344,105.2425457,16.94915254,38.22033898
355,2,BaselineBlock,D4R,B2,61072.5,1157.477263,360,324,438.6131859,98.0912935,30.50847458,27.45762712
356,3,BaselineBlock,D4R,B2,32426,755.896529,211,202,232.8784832,64.05902788,17.88135593,17.11864407
357,4,BaselineBlock,D4R,B2,115723,1872.052944,255,660,831.1045677,158.6485546,21.61016949,55.93220339
358,5,BaselineBlock,D4R,B2,14564.5,550.4335459,140,132,104.5999713,46.64691067,11.86440678,11.18644068
359,6,BaselineBlock,D4R,B2,49331,1234.205185,295,308,354.287561,104.5936597,25,26.10169492
360,7,BaselineBlock,D4R,B2,155106.5,2457.148397,1058,207,1113.950733,208.232915,89.66101695,17.54237288
361,1,BaselineBlock,Emma,B1,91106.5,1898.697607,732,220,654.3126975,160.9065768,62.03389831,18.6440678
362,2,BaselineBlock,Emma,B1,36697.5,1213.310744,75,391,263.5557311,102.8229444,6.355932203,33.13559322
363,3,BaselineBlock,Emma,B1,112045,1692.572716,194,741,804.6897443,143.4383658,16.44067797,62.79661017
364,4,BaselineBlock,Emma,B1,54094.5,1268.187941,351,137,388.4982764,107.4735543,29.74576271,11.61016949
365,5,BaselineBlock,Emma,B1,185697.5,2060.11896,541,472,1333.650531,174.5863526,45.84745763,40
366,6,BaselineBlock,Emma,B1,58270,1084.09754,199,393,418.4860672,91.8726729,16.86440678,33.30508475
367,1,BaselineBlock,Emma,B2,103311,1530.253955,303,386,741.9635162,129.6825385,25.6779661,32.71186441
368,2,BaselineBlock,Emma,B2,62522,1113.376758,29,24,449.0232692,94.35396255,2.457627119,2.033898305
369,3,BaselineBlock,Emma,B2,132939.5,1946.462106,694,289,954.75079,164.9544157,58.81355932,24.49152542
370,4,BaselineBlock,Emma,B2,260225.5,2785.505823,338,1125,1868.899023,236.0598155,28.6440678,95.33898305
371,1,BaselineBlock,Joe,B1,70603.5,1572.07019,214,691,507.0633439,133.2262873,18.13559322,58.55932203
372,2,BaselineBlock,Joe,B1,208255.5,2283.197167,942,282,1495.658575,193.4912853,79.83050847,23.89830508
373,3,BaselineBlock,Joe,B1,102969,1475.886424,301,486,739.5073255,125.0751207,25.50847458,41.18644068
374,4,BaselineBlock,Joe,B1,225926,3053.429703,1113,306,1622.565355,258.765229,94.3220339,25.93220339
375,5,BaselineBlock,Joe,B1,416329,3573.561733,424,1106,2990.010055,302.8442147,35.93220339,93.72881356
376,6,BaselineBlock,Joe,B1,306751,2939.15971,321,697,2203.03792,249.0813314,27.20338983,59.06779661
377,1,BaselineBlock,Joe,B2,66596.5,1330.506701,253,511,478.2856938,112.7548052,21.44067797,43.30508475
378,2,BaselineBlock,Joe,B2,181051.5,3587.176957,261,1287,1300.283683,303.9980472,22.11864407,109.0677966
379,3,BaselineBlock,Joe,B2,231696,2804.29262,315,1392,1664.004596,237.6519169,26.69491525,117.9661017
380,4,BaselineBlock,Joe,B2,249077,3182.639941,446,1691,1788.832232,269.7152492,37.79661017,143.3050847
381,1,BaselineBlock,Stella,B1,528188.5,3845.970895,417,1206,3793.367567,325.9297369,35.33898305,102.2033898
382,2,BaselineBlock,Stella,B1,147575.5,2150.060086,223,835,1059.864263,182.2084819,18.89830508,70.76271186
383,3,BaselineBlock,Stella,B1,184912,2359.782954,340,850,1328.009193,199.9816063,28.81355932,72.03389831
384,4,BaselineBlock,Stella,B1,254318,2708.576892,352,859,1826.472278,229.5404146,29.83050847,72.79661017
385,5,BaselineBlock,Stella,B1,202209,2523.831725,366,972,1452.233554,213.8840445,31.01694915,82.37288136
386,6,BaselineBlock,Stella,B1,512242.5,4746.945631,2028,679,3678.845878,402.2835281,171.8644068,57.54237288
387,1,BaselineBlock,Stella,B2,351432,2849.998244,665,951,2523.929905,241.5252749,56.3559322,80.59322034
388,2,BaselineBlock,Stella,B2,410390,3420.972978,487,1206,2947.357081,289.9129643,41.27118644,102.2033898
389,3,BaselineBlock,Stella,B2,530576.5,3818.054157,546,1323,3810.517811,323.5639116,46.27118644,112.1186441
390,1,BaselineBlock,Stella,B3,130997,2454.777903,247,822,940.8000575,208.0320257,20.93220339,69.66101695
391,1,BaselineLoose,Anton,B1,9017.5,439.5218589,81,156,64.76228095,37.24761516,6.86440678,13.22033898
392,2,BaselineLoose,Anton,B1,12272,568.7005718,163,88,88.13559322,48.19496371,13.81355932,7.457627119
393,3,BaselineLoose,Anton,B1,18646,711.4701235,263,118,133.9126688,60.29407827,22.28813559,10
394,1,BaselineLoose,Anton,B2,20954.5,709.3452338,233,97,150.4919563,60.11400286,19.74576271,8.220338983
395,2,BaselineLoose,Anton,B2,16150.5,729.1442227,69,302,115.9903763,61.79188328,5.847457627,25.59322034
396,3,BaselineLoose,Anton,B2,13732,725.5878741,70,319,98.62108589,61.4904978,5.93220339,27.03389831
397,4,BaselineLoose,Anton,B2,17778,685.3868632,97,231,127.6788279,58.08363248,8.220338983,19.57627119
398,5,BaselineLoose,Anton,B2,43162,1101.009228,401,146,309.9827636,93.30586677,33.98305085,12.37288136
399,6,BaselineLoose,Anton,B2,111997.5,1690.462106,260,613,804.3486067,143.2595005,22.03389831,51.94915254
400,7,BaselineLoose,Anton,B2,43755,1070.724957,260,205,314.2415972,90.73940315,22.03389831,17.37288136
401,1,BaselineLoose,Azzuro,B1,183066,2125.380933,467,871,1314.751508,180.1170282,39.57627119,73.81355932
402,2,BaselineLoose,Azzuro,B1,79135.5,1344.683327,397,315,568.3388394,113.9562141,33.6440678,26.69491525
403,3,BaselineLoose,Azzuro,B1,198001,2203.827549,426,749,1422.012353,186.7650466,36.10169492,63.47457627
404,1,BaselineLoose,Azzuro,B2,54175,1281.86204,156,488,389.0764148,108.6323762,13.22033898,41.3559322
405,2,BaselineLoose,Azzuro,B2,105689,1501.411249,304,436,759.041942,127.2382414,25.76271186,36.94915254
406,3,BaselineLoose,Azzuro,B2,123837.5,2152.388951,189,928,889.3816432,182.4058433,16.01694915,78.6440678
407,4,BaselineLoose,Azzuro,B2,87756,1418.798112,276,296,630.2499282,120.2371281,23.38983051,25.08474576
408,5,BaselineLoose,Azzuro,B2,49117,1104.832603,139,313,352.7506464,93.62988159,11.77966102,26.52542373
409,6,BaselineLoose,Azzuro,B2,384513.5,3754.539436,273,1262,2761.516087,318.1813081,23.13559322,106.9491525
410,7,BaselineLoose,Azzuro,B2,121263,1752.396091,429,509,870.8919851,148.5081433,36.3559322,43.13559322
411,1,BaselineLoose,Blue,B1,247979.5,2449.658063,780,391,1780.950158,207.598141,66.10169492,33.13559322
412,2,BaselineLoose,Blue,B1,105357,1617.754395,589,260,756.6575697,137.09783,49.91525424,22.03389831
413,3,BaselineLoose,Blue,B1,135949.5,1764.305691,297,580,976.3681413,149.5174314,25.16949153,49.15254237
414,4,BaselineLoose,Blue,B1,110723.5,1778.364566,683,242,795.1989371,150.7088616,57.88135593,20.50847458
415,5,BaselineLoose,Blue,B1,139777,2168.385986,1007,214,1003.85665,183.7615243,85.33898305,18.13559322
416,6,BaselineLoose,Blue,B1,220979,2121.99407,471,699,1587.036771,179.8300059,39.91525424,59.23728814
417,1,BaselineLoose,Blue,B2,129392,2057.259008,350,716,929.2731974,174.3439837,29.66101695,60.6779661
418,2,BaselineLoose,Blue,B2,174841.5,2030.378845,434,623,1255.68443,172.0660038,36.77966102,52.79661017
419,3,BaselineLoose,Blue,B2,343299.5,2934.005383,401,1108,2465.523556,248.644524,33.98305085,93.89830508
420,4,BaselineLoose,Blue,B2,194339.5,2094.839742,740,356,1395.71603,177.5287917,62.71186441,30.16949153
421,1,BaselineLoose,D4R,B1,20806,683.9310192,153,206,149.4254525,57.96025586,12.96610169,17.45762712
422,2,BaselineLoose,D4R,B1,196174,2045.685414,469,600,1408.891123,173.3631707,39.74576271,50.84745763
423,3,BaselineLoose,D4R,B1,102885.5,1722.38895,77,476,738.9076415,145.9651653,6.525423729,40.33898305
424,1,BaselineLoose,D4R,B2,54007,1014.641696,289,251,387.869865,85.98658438,24.49152542,21.27118644
425,2,BaselineLoose,D4R,B2,55166.5,1201.276253,186,262,396.1972134,101.8030723,15.76271186,22.20338983
426,3,BaselineLoose,D4R,B2,287531.5,2700.912899,823,416,2065.006464,228.8909237,69.74576271,35.25423729
427,1,BaselineLoose,D4R,B3,369085.5,2904.892687,852,635,2650.714594,246.1773464,72.20338983,53.81355932
428,2,BaselineLoose,D4R,B3,106274.5,1901.359514,650,136,763.2469118,161.1321622,55.08474576,11.52542373
429,3,BaselineLoose,D4R,B3,229868.5,2742.805253,1082,315,1650.879776,232.4411231,91.69491525,26.69491525
430,4,BaselineLoose,D4R,B3,123666.5,1605.241762,333,388,888.1535478,136.0374375,28.22033898,32.88135593
431,1,BaselineLoose,Emma,B1,121403.5,1675.3839,529,320,871.9010342,141.9816865,44.83050847,27.11864407
432,2,BaselineLoose,Emma,B1,21682.5,781.8305146,95,319,155.720339,66.25682327,8.050847458,27.03389831
433,3,BaselineLoose,Emma,B1,72741,1313.352373,411,274,522.4145361,111.3010485,34.83050847,23.22033898
434,4,BaselineLoose,Emma,B1,10476.5,436.3502859,115,112,75.24059178,36.97883779,9.745762712,9.491525424
435,5,BaselineLoose,Emma,B1,54757.5,1103.511753,266,336,393.2598391,93.5179452,22.54237288,28.47457627
436,6,BaselineLoose,Emma,B1,593540,3903.419596,1970,834,4262.711864,330.7982709,166.9491525,70.6779661
437,1,BaselineLoose,Emma,B2,4358,309.1370829,108,50,31.29847745,26.19805788,9.152542373,4.237288136
438,2,BaselineLoose,Emma,B2,36648,1013.293498,223,506,263.2002298,85.87233037,18.89830508,42.88135593
439,3,BaselineLoose,Emma,B2,27864,879.068102,375,124,200.1149095,74.49729678,31.77966102,10.50847458
440,4,BaselineLoose,Emma,B2,174171,2108.871268,704,333,1250.869003,178.717904,59.66101695,28.22033898
441,1,BaselineLoose,Joe,B1,69145,1174.180801,318,311,496.588624,99.50684754,26.94915254,26.3559322
442,2,BaselineLoose,Joe,B1,137671.5,2117.58491,842,217,988.7352772,179.4563483,71.3559322,18.38983051
443,3,BaselineLoose,Joe,B1,125582.5,1761.785919,536,280,901.9139615,149.3038915,45.42372881,23.72881356
444,4,BaselineLoose,Joe,B1,28348.5,791.0020875,276,133,203.5945131,67.03407521,23.38983051,11.27118644
445,5,BaselineLoose,Joe,B1,245486.5,2335.172783,575,667,1763.04582,197.8959986,48.72881356,56.52542373
446,6,BaselineLoose,Joe,B1,154751,1985.675309,540,462,1111.397587,168.2775685,45.76271186,39.15254237
447,1,BaselineLoose,Joe,B2,170015.5,1928.094574,435,522,1221.024849,163.3978453,36.86440678,44.23728814
448,2,BaselineLoose,Joe,B2,275534.5,3079.981,1234,392,1978.845878,261.015339,104.5762712,33.22033898
449,3,BaselineLoose,Joe,B2,363424,3418.733307,816,998,2610.054582,289.7231616,69.15254237,84.57627119
450,4,BaselineLoose,Joe,B2,532477.5,3554.20222,678,1211,3824.170497,301.203578,57.45762712,102.6271186
451,1,BaselineLoose,Stella,B1,46891,1092.381811,228,327,336.763861,92.57472973,19.3220339,27.71186441
452,2,BaselineLoose,Stella,B1,59148.5,1323.394003,210,468,424.7953174,112.1520342,17.79661017,39.66101695
453,3,BaselineLoose,Stella,B1,180846.5,2107.207273,723,347,1298.811405,178.5768876,61.27118644,29.40677966
454,4,BaselineLoose,Stella,B1,64216.5,1292.683327,213,420,461.1929043,109.5494345,18.05084746,35.59322034
455,5,BaselineLoose,Stella,B1,253578,2302.562611,664,474,1821.157713,195.1324247,56.27118644,40.16949153
456,6,BaselineLoose,Stella,B1,134318,2680.37588,137,635,964.6509624,227.1504983,11.61016949,53.81355932
457,1,BaselineLoose,Stella,B2,217471,2654.920038,503,253,1561.842861,224.9932236,42.62711864,21.44067797
458,2,BaselineLoose,Stella,B2,167383.5,1978.888512,624,482,1202.122235,167.7024163,52.88135593,40.84745763
459,3,BaselineLoose,Stella,B2,232155,2974.895653,560,1019,1667.301063,252.1098011,47.45762712,86.3559322
460,4,BaselineLoose,Stella,B2,374697.5,2949.540314,705,717,2691.019104,249.9610436,59.74576271,60.76271186
